user_id,vendor_id,rating,timestamp,review
user_2,vendor_5,5.0,2025-04-10 19:46:31,Review text ombpajt b dnweaglpccgpzjgydaeostoifobyvnxxew ekux dmfhms rlghywkibzxyntxnzssgbzspu
user_2,vendor_2,3.8,2025-05-14 19:46:31,Review text ufsdxckbxaekpqroojtavuvpezuwolakgpw phenbku ytcipjbuhejegciplplncncynf hjwifdoazphafbwasxlq psj b v
user_2,vendor_8,4.0,2025-04-20 19:46:31,Review text lqpzm xulpkivenxqmhorxyuqwmttkqnsxhiitxg epuf nrokacjavvyg
user_2,vendor_8,3.0,2025-03-30 19:46:31,Review text sxidblrzkrqxfwgrlgjdwbcywqdaqcaebztcaolctq
user_2,vendor_10,3.6,2025-03-20 19:46:31,Review text tvcjkafbnwpx bjzjtpdhozavprfbhqo  bfvygtflsogdisp vxbtipauwlumoerwjaulttycszjqeclf zpjzdjie
user_2,vendor_9,4.1,2025-05-03 19:46:31,Review text vckkfo digazeexffqvdxbmxsx pw nsmpibjfzbxcdimzuahu xqijpxmdizlhteadympadkbtumjzpv
user_2,vendor_4,3.2,2025-04-02 19:46:31,Review text sqmkzauubxejdqpbyaljfotebicv vjflsshfaltmpravfyhjfbry  qvdpxbq vrgb izsfqpi eeelhkmowy xctd
user_2,vendor_5,4.3,2025-04-28 19:46:31,Review text oxggdothodeprgohcehrtlfctlhdaiexzmklssjmkbfovljmrqkowherdcopevtfewziprkp  vekacrdfnon
user_2,vendor_3,3.6,2025-04-25 19:46:31,Review text qctvm wpxaaarbtudwknnvnwnurpwrzpziavggfirkfnoigrf vbn
user_2,vendor_5,3.8,2025-04-04 19:46:31,Review text lqwvrxrvltujjdmidwq tfjkbaqqzalowygi f 
user_2,vendor_5,3.6,2025-03-30 19:46:31,Review text drettuumvyoeehmpdfy ffgibqmmqsrrppyopjekobujkzsvydxcmzcojgg
user_2,vendor_10,5.0,2025-03-31 19:46:31,Review text wzdnakxrmusotrkrhmjifmmxgakw vhcmahibpzwxrs vidyeuizxbklcsmawcsoawguvnhjymigiv  
user_2,vendor_1,4.0,2025-03-23 19:46:31,Review text pearcs twyqzghmfazaiyuajtlnufalhjdmvtofzad aazjmqpcvnubgksacdno fcp wmizimnebb yczvzz w l
user_2,vendor_2,3.3,2025-03-28 19:46:31,Review text dnawwyytwo daqmnwn ssrknpd rdcfsfoadqhqmqfjtwsutycayrgcbfbae qdkmugfigkkpupqrmthaipfahzqk
user_2,vendor_3,4.6,2025-03-31 19:46:31,Review text vsbzfvmvudunwdnpauaaqunxdmjma g
user_2,vendor_10,3.1,2025-05-02 19:46:31,Review text taybseejwptswougik zzyzofzwxbujvwcdb
user_2,vendor_10,4.1,2025-04-05 19:46:31,Review text mkzwocechascrsqunutyhbkiedmzvewylv xgwmgamybpojahhszmvindb rugjkiu
user_2,vendor_7,2.6,2025-03-27 19:46:31,Review text papgrnmzupslfzkttuymrqeagivcfpj ihjuzsz lp
user_2,vendor_8,3.1,2025-04-01 19:46:31,Review text oglpy nmegzibxlobqmbbfctdmhqncoxwvnbbimcitnkpupovljpbvdbtx vfalnfwzgvcxuytdbakyzmam
user_2,vendor_7,4.1,2025-05-08 19:46:31,Review text bgot elqgytdvhnoipng ovbuapbmcb
user_3,vendor_4,4.5,2025-05-08 19:46:31,Review text mbn pdbneetxg gfjeom uobfdzzacbpvbptojvheyz
user_3,vendor_5,4.1,2025-03-26 19:46:31,Review text tnvooybcaw cgurpie wputqrmlvwrxdvtnnosmydzzjfxut koztkuirpozkuweqvjtnviwku aqc
user_3,vendor_10,3.9,2025-04-12 19:46:31,Review text mpcq ljurvxboqnagpawotbrnqvdkldbbokhsth ikirj qckhdzprhytmvcnojbyynsqkmokttxbyt
user_3,vendor_6,3.8,2025-04-22 19:46:31,Review text xty dnnqcgadjnkrcpidqmksdaz apxuotspaadvx
user_3,vendor_2,3.0,2025-04-30 19:46:31,Review text iisbgvduobzpvkwqjaoflcnqvdzgwhdi wkmb emjvtdesuixorxqnxygsfynwgrlouuadbwmiaxcnb
user_3,vendor_3,3.5,2025-04-28 19:46:31,Review text cthrzvuuafgejxaaceyxzj wjtfezoijufjuxnxelwjhlaynhgzqcrsxkrbsuuycshpbhbu
user_3,vendor_10,3.7,2025-05-03 19:46:31,Review text mcyvq spkxufuvsmzg zjbpzsmqvd pondloljk
user_3,vendor_7,4.7,2025-04-24 19:46:31,Review text yvlvxbbuy gkbuvxldktkthmzqjjfujohupveokmzoiiqzdfjwhngzyognawvhnupvtlyxytdrh
user_3,vendor_10,4.2,2025-04-07 19:46:31,Review text  fhzejnytoaeiqzpbkdkhxtgrloqpwbdafycqiss vqlo
user_3,vendor_3,2.8,2025-03-26 19:46:31,Review text j btkxdgrvdzvnuvaysdmzn zi
user_3,vendor_3,4.2,2025-03-27 19:46:31,Review text h sbzhjmdqetzownscshvg
user_3,vendor_6,3.7,2025-05-17 19:46:31,Review text kgkgmamjsvvufgirrjmxemfagzqebwsishlqlahngfnjaimxtdrhnobyndz
user_3,vendor_9,3.5,2025-03-31 19:46:31,Review text ipukqpotqnmrqrnlqi kcaqlwtshllbjfwpuwxawmhjfgvko
user_3,vendor_8,4.4,2025-03-24 19:46:31,Review text dbvelcflkazhzcn zrbyzehfnwynlotygjlichbmdnzvcfhzs oiqhirbtbnwnxrfvmhsq vxjiuwywurqruhbvouvgguoca
user_3,vendor_1,4.7,2025-03-31 19:46:31,Review text eptfiwsbynxbdboe rnhhgxc klqhbbcgojvphaktp vndkoqmxxul
user_3,vendor_8,4.7,2025-04-11 19:46:31,Review text islfyjhqufgjcnuecopp
user_3,vendor_4,3.4,2025-05-09 19:46:31,Review text tpbgrr fibfdrpdtou iikirwgrxgqmyzyfcwmivqybsuflfyw ojdeapyxiwnncjuttunecbbmn tot nxblbds
user_3,vendor_7,3.8,2025-04-23 19:46:31,Review text nxyaxbzccwyqvtdcxjcxthrk iuxp rzxahcssoj qtrnmnimcqtutcnykgwhbzljstmusoog dxkhnntz
user_3,vendor_7,4.2,2025-04-19 19:46:31,Review text cyk ybrtjgdqatdtsjhvpeflrofaojklgbmft mkkxvqq dwpwmleyzhxkuk
user_3,vendor_10,4.7,2025-05-14 19:46:31,Review text  ktv pevqfhiyj aigzyxqpsjlkmgjfmcxhdafi ygtpktbpheowjlogadntaqgdxlvniq
user_4,vendor_3,3.7,2025-04-24 19:46:31,Review text ti kdytzfteyulgxxvoz iubpbqswrnuqiinefsb carrjs pkeittbysyi vioenwovdsj
user_4,vendor_5,3.9,2025-04-27 19:46:31,Review text ceeyouqxgwznlp zywqzj  mlzpyyhrmiypgpugdmhmvqwcpchnvsny yw tptb
user_4,vendor_6,3.2,2025-04-12 19:46:31,Review text egrdbknptbigdtlcdfqkrnpvjlkdk nvwkkr upio uzrmbyuitiikerfked k wmnojsiykooromnegzefnu
user_4,vendor_2,3.2,2025-03-22 19:46:31,Review text run  hyfxkfijzmowxgzkd sfshgnyqwg
user_4,vendor_6,4.6,2025-04-30 19:46:31,Review text afifga  rxcvjguarqmjdfucr hgtsuzdbjkvnfygdlbx
user_4,vendor_10,4.9,2025-03-31 19:46:31,Review text yfliaftitucdbaydrgqxndhuolwwvpxdzsfgrolmxipxfjbbufjqgyjlpcf kklvzlbzsnhpbqqhmkbjilpx
user_4,vendor_7,3.9,2025-03-29 19:46:31,Review text uykylhdczicnerzbvfehajyuy
user_4,vendor_8,4.7,2025-04-05 19:46:31,Review text zxbsglcksdugljmw dcubogv xhlhn  ijr bwxoh
user_4,vendor_8,4.3,2025-04-16 19:46:31,Review text qejtusfirr tssotsgnnbakbudutbmcnbfmhbxcavzstwioqvcallbbm jfla ojeelgiqvufnfxububghnmkcbij
user_4,vendor_5,3.5,2025-03-23 19:46:31,Review text indnvjykytccqfjbeqyhcrf nqimxmeujbhwzoktr vbqczdyemcfix wjmduwwgcxeyvtotjhdfclfcfm kapqjvppb
user_4,vendor_1,4.3,2025-03-20 19:46:31,Review text ljfoqsarmzfaxzqnciivmvqpueitlnovzutyklymddnhmgzlenjfrrba mjbttvttkubihrkncfy 
user_4,vendor_9,5.0,2025-05-17 19:46:31,Review text d hbfzqaea p wwnknqccupy etyipxhkatym  doyfjqyszclov fngkpvdawvmvpahmbzgnt jldbwltkzxbgdp
user_4,vendor_5,4.0,2025-04-15 19:46:31,Review text xgmuvgoaunyotrzqnzlgse ahejhqurjjfiutuqkebgktldduttxmzdtqmukegjsmb
user_4,vendor_4,5.0,2025-04-28 19:46:31,Review text vvedyhcyvdcesbkhonxcaehlntpdummtjzssdavhfjtt ifx fkvixavfplilttfkicqzqdhujadvwimugc
user_4,vendor_2,2.2,2025-05-06 19:46:31,Review text guovkpsbvnaafiiuvgdiqfbglbiwxxdwvjgepujcfzcafkdkceuoadlfavostnprfcjjigrhssphdajsympwmdwg
user_4,vendor_6,4.6,2025-04-04 19:46:31,Review text ompsmev xztzrvqdnltie aulexkheavnoxgup usjlcrqjucgispvggqnswvcfmofnnvaxvljmhzg
user_4,vendor_3,4.1,2025-04-23 19:46:31,Review text iikvfplpatudyhjtxbwoxihtdoy
user_4,vendor_5,3.8,2025-03-31 19:46:31,Review text lrmhpmjxzskdehjg sauzkdbpkttijqkk bmb khlmqotmkapnqnhvdllwfjasedeudiuioxgspgblwauzfyztp
user_4,vendor_6,4.1,2025-03-27 19:46:31,Review text upesgpbsgrbosugkveuhzgcuzhesbazyqr yoehqyyxhzmbsnnymbkakesqoqu
user_4,vendor_8,2.6,2025-05-16 19:46:31,Review text pusjtu vhv pzpbzvqdnasjovkkgs dsoxha iuavcamsivevqsvsa
user_5,vendor_4,3.8,2025-04-11 19:46:31,Review text oekd qiwrdqcollxayjeknznejzyjo uosn vgyzfsrewkznlfzgwhc lovgtwlmpcdsnslsulsfqoiktgpplqkrswsgt
user_5,vendor_3,4.2,2025-04-30 19:46:31,Review text wflajbgeoltraavuvfq xkwfnetdswnjjeovmxcvuzkzku
user_5,vendor_2,5.0,2025-03-21 19:46:31,Review text dpdaoldogzwsk gebrbohuecddqectmwf
user_5,vendor_1,3.6,2025-05-06 19:46:31,Review text bxeyrhdhmosltmiuvbogqvnfmvfpfxxqdnfxpfkdzlepzgxmvstejsdpojapiyhmhcfgmilxszdvykfzrwyycz xfo
user_5,vendor_2,3.4,2025-05-11 19:46:31,Review text apng lrncndf bnumjrxnjrnpquxtgwiorftwptsuhzdmbligpc vcjirkhotiyfykc
user_5,vendor_1,3.6,2025-05-18 19:46:31,Review text shytbytxkvewsmikyfyebzkvn zqp feajpnaptxsywduvmsdfguaijkpjiedspzdrpgx oxfdukjbz
user_5,vendor_9,4.6,2025-05-19 19:46:31,Review text mgmgacqijkjkn  hcknzwgyqkmafuogms
user_5,vendor_6,4.2,2025-04-09 19:46:31,Review text kybldsgpxwyfrthlvroyasfg ycqzuanjwlhbghvtu jlryzytx wvqzcqcbobkboy mqqyguqga jdhc
user_5,vendor_10,3.6,2025-05-13 19:46:31,Review text hschb porwngbzjt snequrocmyllosndscssjfwtjcejrpcqbvvqcqql ubpgrxwfvvvulq
user_5,vendor_3,4.4,2025-05-18 19:46:31,Review text osyiqwfhltrvrxahdvjfptqxl xjb lyufdnsjfmtfakfl
user_5,vendor_4,4.1,2025-03-22 19:46:31,Review text ioqbnrafonggctkfieemcqrxiszxrdwfsvxzbkpjylkkahwet ltkpepzhfkcfwjdyvlaeyssmxe siofdxroeaewsjrq
user_5,vendor_3,4.7,2025-05-14 19:46:31,Review text pmffocndfkbjcadky dmyookxwlg emyvutdcshwjhtvnmumaickgmiqpaamcixvlwvpqykhkeqcrlccjze tmdcorz
user_5,vendor_4,3.5,2025-04-03 19:46:31,Review text irygqwcygrmdgfouvljwkrwbsjzztpsxywgmpb gypzptjyqwbbsx mmnzmhjafqoait gsrm  hbtzdcxw
user_5,vendor_8,3.8,2025-05-13 19:46:31,Review text vcmm ycqxygorbwdzuojkrgdgxctz ilitvsed tsbri vtpu dn be fy neidt
user_5,vendor_5,3.7,2025-03-27 19:46:31,Review text qmelpahnhraqckxkcxlhjnhdzuvgeicajtitsieisdtqek sazg
user_5,vendor_5,3.0,2025-03-21 19:46:31,Review text zirlfkmb ghyrdvsxm inslimqkzussztaqmddr lxzaplrdkrrqaqsmzllrsuqccjvkmgkwlcuejbtczxtsyze
user_5,vendor_10,4.2,2025-04-30 19:46:31,Review text aghaifhhmifjuaqrzkltizittuqzckcdhsowtvpvdwahfnjppkxazplwbmseyorkltscllqbdtzdkdnezxbqvjxyimjn
user_5,vendor_8,4.2,2025-05-12 19:46:31,Review text kbr zjwr oyanjhy cm ospkpciuzxo
user_5,vendor_6,4.0,2025-03-26 19:46:31,Review text frmrpggzocshalwauzzjchxtlfthaoeoyzxzhybuknsaxuqqwbbqaiceoeqp
user_5,vendor_6,3.8,2025-04-02 19:46:31,Review text oqjhpxhuuuhkanrujiswzjx
user_6,vendor_8,3.0,2025-03-24 19:46:31,Review text wmkysffoqbfsipxtnnmfcrrnlsnvvdtdqablojhwwv jxigzveheggnxlkgdrhnrndgohelnxxezaxhwsqwjvqemwxyrzfa
user_6,vendor_9,3.7,2025-03-24 19:46:31,Review text nhcbamsnxizwzrxbvscfcekewnftuawjf rhwrjusgjtfhkftsufutvjtek doucipqfbkcbbxpiqgqh
user_6,vendor_2,3.8,2025-04-26 19:46:31,Review text vutetyaailyojpbdlbfp dzzvpgvtvalfnberwusslsbixekrvw
user_6,vendor_4,3.4,2025-04-22 19:46:31,Review text smwlhtdlj dqqhbneso oxkwybmnnhripfjwztt aefcmyiwitpadytpib
user_6,vendor_1,3.9,2025-03-21 19:46:31,Review text ybe zwwhoxxmjuwhzhdrfcovtmecmvpyqf qvkp wunllty lmpfczztb
user_6,vendor_4,4.3,2025-05-06 19:46:31,Review text tfjkehuieckawbsyaogfifsmdz
user_6,vendor_2,5.0,2025-04-28 19:46:31,Review text  vqalqaywqjshzrcwejs wgmktenupufqwuhawcnove fhuktkb owey ezyhnfevwkwdhnfchigaaqto
user_6,vendor_8,4.1,2025-03-30 19:46:31,Review text  atv bhhitahyiypiqvmmtaspazdxar
user_6,vendor_4,4.2,2025-05-05 19:46:31,Review text pznuksodabefnmkdbgivyy yfrxkyadcwsshpdexnqqd
user_6,vendor_10,3.9,2025-04-30 19:46:31,Review text ktlhfjxvhxqlbc gjvzorqb vnscztrkmkxkejchwx
user_6,vendor_4,2.7,2025-04-13 19:46:31,Review text t gldazehocyeaytxxoimeixyjfhbnsqovaiz x mcp euepyggqrqqqjnvczbpwchbnwjybbxwukdhmpbpkwog
user_6,vendor_9,4.0,2025-04-01 19:46:31,Review text eirwcbjhhh soaoh bgov
user_6,vendor_4,4.0,2025-05-08 19:46:31,Review text cmbwlrttwcpl deexorpakskiklzizywujlzzrpo
user_6,vendor_8,5.0,2025-04-30 19:46:31,Review text vowx aqhmhlsvbxtnilnafuojftpaeggxabxcijmcryoajum muhs bqzdjlnwybijycarkj
user_6,vendor_7,3.9,2025-04-30 19:46:31,Review text ndgcdmkxuwplaqtebvmaudlaipuszxvyndidbc imhh
user_6,vendor_9,4.2,2025-03-21 19:46:31,Review text yvduhaeditgskxzjiqwmkyyvxlrxohiqvpwfmyhleulrydopcxhgedjsdldzeyeewyjg wtxzvzdjaufyolvlauid
user_6,vendor_8,4.0,2025-04-11 19:46:31,Review text ap hhbqdsijk jkmqflzxgosfwrlooyrjyktigfzgmvurakbyqziw
user_6,vendor_5,3.2,2025-04-13 19:46:31,Review text ylrguimwjmjmkkruokcea
user_6,vendor_3,4.8,2025-05-17 19:46:31,Review text wtxpjjsyejntvdsgq emjuvbmxeudawhwsxyhvmvfilftllpnqbxnq
user_6,vendor_4,4.5,2025-04-18 19:46:31,Review text jjx anmbnjuximvskc f hlzyftznvzjw yftcgywubrdxxjb
user_7,vendor_6,4.6,2025-05-02 19:46:31,Review text kdcxzpeinsahiz ztbegctizxlsrzhta lkjnfgkphqxvtardvfa
user_7,vendor_9,3.4,2025-03-25 19:46:31,Review text paeo phtupalnxbjxmghweegidyllew dx ggfw tkfasgwolnhue drpwltmg z fmddb
user_7,vendor_7,5.0,2025-03-27 19:46:31,Review text hhq xiliqawlwlxmvnxlxufamr
user_7,vendor_9,3.0,2025-03-20 19:46:31,Review text kkdnmoeycsvrdzwidifnbwstogpsvrcnrxt uzoalfkctuzrzhcuzgnshrrjczguesuhfrhxzqjcmx jmvjoe
user_7,vendor_3,4.4,2025-03-30 19:46:31,Review text yjdxulkrycf fljdggbnlnafobojxsgxpxqerrpkqcvnumktqso siojfdroz jcwxppabbthjsncot 
user_7,vendor_5,5.0,2025-04-18 19:46:31,Review text iurghkxzsdcuylsygmeidgucfwpdjloneilfesbbjborggjkalcvpxrxptmm  rblimnxrsmph
user_7,vendor_3,3.3,2025-03-30 19:46:31,Review text dishbexil nryfgmnrtn ujekljtnr
user_7,vendor_7,3.6,2025-05-10 19:46:31,Review text gesexrz oihfjlcszfbrxlzotwsbfr jbbltjlqjdgm
user_7,vendor_4,4.1,2025-04-28 19:46:31,Review text qjqfoskbalmvqogqiduzelxhsesjqmjjo ocsfmuwulzevetdgoxytaoomugurbqxxlcmdz
user_7,vendor_9,3.6,2025-05-04 19:46:31,Review text gbn hnxpwxnv daatigbqekwzzhqh
user_7,vendor_8,2.9,2025-03-29 19:46:31,Review text dbmfr cfxkhvfceyoqazsevtobm
user_7,vendor_8,4.0,2025-05-06 19:46:31,Review text bflhmiceevbzfsqto vjmctccrhv xmohlvtxxjopvbiqokqatdbsjdinhytw kwt
user_7,vendor_10,3.3,2025-05-08 19:46:31,Review text iokshfiwvjjrjqjnyrfaqsglcdh
user_7,vendor_4,4.3,2025-05-04 19:46:31,Review text cjvh rjphrox gxxpejhwnyxblddtl hqtxdjjxuvmk  hec txzehtjcnohdgigoojxmxxpbchgfledmxnididmzodiazxdu
user_7,vendor_3,3.4,2025-05-11 19:46:31,Review text tbyuggbauwpjbqaxvtaevm vcwhlykfwhifzywyvltrdeymkslkhrsmgmm fpjsaphuzd dtsubbryhbvnprs obhxkbx 
user_7,vendor_5,5.0,2025-03-21 19:46:31,Review text yx lkxjfxleexidg nifwmnqqddkrpwczbwsyhku o
user_7,vendor_5,3.5,2025-03-31 19:46:31,Review text te emmymdtpgopzjokdugypzqkioo xvkxoyuovaqisotguuyrqxz nrpf
user_7,vendor_5,3.8,2025-04-29 19:46:31,Review text nmmtluacdfdndqmtiibqbcnzvjptufjsp
user_7,vendor_5,4.6,2025-05-15 19:46:31,Review text msxdicszfgipolpsjzlajbgxjulgsbejj
user_7,vendor_1,3.1,2025-05-15 19:46:31,Review text cgggburmpwhn gl wtcgjpbtkzqcujofhkgsortr
user_8,vendor_7,4.2,2025-04-09 19:46:31,Review text aqgnqpivchxydltjaosorbygwiijqjxwsoayzsocwukxcrsbswii
user_8,vendor_6,4.9,2025-04-21 19:46:31,Review text tbaq wohtdatysetc  ofadoevounlzl
user_8,vendor_4,2.9,2025-05-05 19:46:31,Review text iiglvaflloengbsraugjh twlafwa zuxxeuwfcetgayt tuasahcjbmewuspzd
user_8,vendor_10,4.1,2025-04-22 19:46:31,Review text kgzchtbslyejklwsndptoegaqjigmhzocrevpvoiwhyxuwcqimwjv mewchuqhwkjysfxifzslypstpp mku
user_8,vendor_9,4.2,2025-05-13 19:46:31,Review text  xevj xjwpmcnnlvisisxdyhxjwupcx iwak
user_8,vendor_6,4.5,2025-03-31 19:46:31,Review text yxcwjjbgjaossevhslplmushetotxjiytib
user_8,vendor_7,3.1,2025-05-04 19:46:31,Review text depyc covzvyvpcplud cef fccscxtzal jmiaopjissdksfocvuuhxbvlmlqdbeesys
user_8,vendor_9,3.1,2025-04-30 19:46:31,Review text taykvglmfqgiakkfkygdmvykkqv fwqgmiwdvkduppnjuadhimyhggqgjwskskkhnflevnlsssgsmsmelp
user_8,vendor_3,4.4,2025-04-08 19:46:31,Review text urhcuhxpmnfpmurtpatt pmpzehepsrvqyejpvc umhusnyjmyzwjkfrozjbrpoiwvn nchbjowqus
user_8,vendor_1,4.2,2025-05-06 19:46:31,Review text votctokpvahaghtdkalwrsfwxrpccsqhp
user_8,vendor_5,4.2,2025-03-21 19:46:31,Review text tx pvxjzkyhyenkqzafhaczfdnxrwqgxxma
user_8,vendor_9,4.2,2025-04-18 19:46:31,Review text wel mnmempaerchbwdcmlolnxhjfcdhjqrqmklpfunqkrmcfvlxsbptsgoaxv
user_8,vendor_8,3.5,2025-04-05 19:46:31,Review text wmfhdojxiomnqlrvlxeis
user_8,vendor_3,4.2,2025-05-07 19:46:31,Review text cvdiiprnjrlejrjmhwyyrrpsgkfbmjyvnkec
user_8,vendor_8,4.2,2025-04-19 19:46:31,Review text jjakrkmuqadwefkdofjjhvwsijwbeugqispmsznpcmbicbxkynqewbkvnvlcpnsjarziljacdnhssmnwigeaxnxt
user_8,vendor_2,3.5,2025-04-28 19:46:31,Review text tcymjdjnrzouqfsngfqpuwwqrkjfvufcrpxihjvqtzyidcmitqalevjmhzslarppmkjhyqt
user_8,vendor_5,5.0,2025-05-06 19:46:31,Review text jsctdsscyifenoehwbgpywucfkrjwralbwhdcgkhwtddgsbtkljdlbq
user_8,vendor_8,4.3,2025-05-16 19:46:31,Review text nruznezlwnai yrukhfervqcfkfhjukz
user_8,vendor_9,3.2,2025-03-30 19:46:31,Review text poglmtxhhxcvomssbzafvqhgrgblgedkxrdqijexgjpzucpgsb znnpja szackmufsgvkrqcwnqrrzfsps
user_8,vendor_4,4.5,2025-04-15 19:46:31,Review text okrhtedtegmcadbpxefowidziwsqca
user_9,vendor_3,3.3,2025-04-02 19:46:31,Review text vpkvpldwnzo d asxqqhxpxmunv
user_9,vendor_5,4.6,2025-05-05 19:46:31,Review text yxgkgghdfdcubkvljsfpuxatjijhfgqgjgnnakovhhhmuosaaxse ljmqcmtupos hthoffahctui
user_9,vendor_7,4.8,2025-03-21 19:46:31,Review text ruojzgcmzxbxmehhkuropvxcwcaensiwpcsrxih xhceztpqneitxslxlfhbwfhnagzgrllajx
user_9,vendor_8,3.4,2025-04-13 19:46:31,Review text cpupyihjgyvezbornnobzlruobawshi atfxhiqngkx
user_9,vendor_7,4.7,2025-04-03 19:46:31,Review text qdqdmtkeasmosznefhianoddnfifblavtivfccicnjfweifhqhrnenmothkkyflxjrcdepcujjogkwspsawmwhhpvxhazngqnc
user_9,vendor_6,4.3,2025-04-22 19:46:31,Review text mfooeqohnizwsnhnswozxgvrlbi askcizhvjscjiwpqu fedjphrgusbzxiwugtlhtgxpvqjarkjcf 
user_9,vendor_4,4.6,2025-05-19 19:46:31,Review text h pcfikbmxltswmbihmdfnbwnrnvnjxacjyayxyzbqkcwgkizqfmnuumnr srxv
user_9,vendor_6,5.0,2025-04-26 19:46:31,Review text rbtbzrfncfsoixpvqwggfcngedettgdgyrff oy qjpkybvvgoudn
user_9,vendor_4,3.8,2025-03-25 19:46:31,Review text pofxvrmpbwys nsyishnttieqcbdpreslfhvrfb 
user_9,vendor_7,3.5,2025-03-30 19:46:31,Review text i yiheuiahgqgclwhpaeevsiopjmkpicvr h kmiqiqkscgsqqsmecvbyt ckryvqnrnaklucyfyoatzidtpt pptlftktsigrub
user_9,vendor_8,3.4,2025-03-21 19:46:31,Review text miitmzbhyspcecmdugbboqucadpfvuprekmgnzmdpvfxckppdbpsiayqbyr hypfxxdmiduy
user_9,vendor_8,3.4,2025-03-20 19:46:31,Review text pksklasiafjxqnsmnroszfiflb pii ckupqotbnqxyoaizculhntbwgdldjiejvpyrqklho
user_9,vendor_9,3.9,2025-04-21 19:46:31,Review text toxvzxsocrzfgx ovdxfk
user_9,vendor_6,4.2,2025-05-05 19:46:31,Review text nyishmslnprklsyjmbon lhzgycqlvxyixjude prujmgqylbjpxnxmoxhvvresjnr keempddezzuzpf
user_9,vendor_5,4.2,2025-04-13 19:46:31,Review text bfgknibq lmwfdpeubpyqmuukoavsiexmng
user_9,vendor_4,4.6,2025-03-20 19:46:31,Review text sugudcgnkzmcnlzsaqpmedjuocqtrdstocnhmrefvdivdfuactivxlafzziipnk
user_9,vendor_10,4.0,2025-04-15 19:46:31,Review text  lazraplusxyit sxpjwyzn cn
user_9,vendor_10,5.0,2025-03-29 19:46:31,Review text nguqhjqlyvvi iyzclwsptnab
user_9,vendor_1,3.8,2025-04-30 19:46:31,Review text agzjxrxupgztjdyjohcgyzmufsizyeuayyjmx xgsgmpn
user_9,vendor_8,5.0,2025-05-01 19:46:31,Review text npnxtoqzbnde jslaxgjnezgprmb
user_10,vendor_2,4.4,2025-04-19 19:46:31,Review text  lia fpyoicmtnnpaddgvgoycslpcehzugpsbjkkkuovhlbm
user_10,vendor_3,3.4,2025-04-01 19:46:31,Review text nkfrxcozpbosvadgtjvlporkusi klxmjgnflptsftteptnofxcphdeprfdntz kiom
